Country_ID,Year_ID,Series_ID,Value
138,1,6,76.7
139,1,1,1.1
139,1,2,3.0
139,1,3,8.5
139,1,4,69.5
139,1,5,65.8
139,1,6,73.0
140,1,1,2.0
140,1,2,3.3
140,1,3,28.0
140,1,4,62.1
140,1,5,59.6
140,1,6,64.7
141,1,1,1.8
141,1,2,3.3
141,1,3,37.4
141,1,4,67.7
141,1,5,65.7
141,1,6,69.4
142,1,1,1.0
142,1,2,2.1
142,1,3,6.7
142,1,4,80.3
142,1,5,78.9
142,1,6,82.8
143,1,1,1.6
143,1,2,2.9
143,1,3,13.1
143,1,4,70.5
143,1,5,66.2
143,1,6,74.9
144,1,1,1.4
144,1,2,2.4
144,1,3,30.6
144,1,4,69.0
144,1,5,66.9
144,1,6,71.2
145,1,1,-1.1
145,1,2,1.6
145,1,3,2.8
145,1,4,75.9
145,1,5,71.5
145,1,6,80.1
146,1,1,-2.3
146,1,2,2.1
146,1,3,6.2
146,1,4,74.4
146,1,5,72.2
146,1,6,76.6
147,1,1,1.0
147,1,2,3.0
147,1,3,69.0
147,1,4,53.0
147,1,5,50.3
147,1,6,55.9
148,1,1,2.1
148,1,2,4.0
148,1,3,57.3
148,1,4,61.1
148,1,5,59.8
148,1,6,62.4
149,1,1,1.1
149,1,2,2.4
149,1,3,9.1
149,1,4,72.2
149,1,5,69.7
149,1,6,74.8
150,1,1,0.7
150,1,2,1.5
150,1,3,5.0
150,1,4,84.7
150,1,5,83.0
150,1,6,86.1
151,1,1,-1.4
151,1,2,1.6
151,1,3,2.8
151,1,4,74.3
151,1,5,69.5
151,1,6,79.1
152,1,1,1.1
152,1,2,1.4
152,1,3,3.1
152,1,4,82.6
152,1,5,80.4
152,1,6,84.8
153,1,1,2.4
153,1,2,3.8
153,1,3,32.6
153,1,4,65.2
153,1,5,63.0
153,1,6,67.6
154,1,1,2.5
154,1,2,3.8
154,1,3,27.5
154,1,4,62.9
154,1,5,59.6
154,1,6,66.3
155,1,1,1.1
155,1,2,1.8
155,1,3,5.9
155,1,4,76.3
155,1,5,74.0
155,1,6,78.8
156,1,1,-0.4
156,1,2,1.7
156,1,3,6.0
156,1,4,80.8
156,1,5,80.1
156,1,6,81.8
157,1,1,3.1
157,1,2,5.9
157,1,3,53.3
157,1,4,59.4
157,1,5,58.1
157,1,6,60.8
158,1,1,0.3
158,1,2,1.2
158,1,3,5.3
158,1,4,83.7
158,1,5,81.6
158,1,6,85.7
159,1,1,1.0
159,1,2,2.7
159,1,3,24.5
159,1,4,65.1
159,1,5,63.5
159,1,6,67.1
160,1,1,-0.1
160,1,2,1.9
160,1,3,6.2
160,1,4,83.3
160,1,5,80.3
160,1,6,86.0
161,1,1,2.6
161,1,2,4.3
161,1,3,43.6
161,1,4,64.7
161,1,5,63.0
161,1,6,66.4
162,1,1,0.1
162,1,2,1.4
162,1,3,13.4
162,1,4,74.0
162,1,5,71.0
162,1,6,77.1
163,1,1,3.0
163,1,2,4.4
163,1,3,3.7
163,1,4,75.0
163,1,5,71.9
163,1,6,78.5
164,1,1,0.8
164,1,2,1.8
164,1,3,10.9
164,1,4,74.8
164,1,5,71.5
164,1,6,78.2
165,1,1,0.9
165,1,2,2.7
165,1,3,18.9
165,1,4,70.9
165,1,5,67.3
165,1,6,74.8
166,1,1,-0.5
166,1,2,2.1
166,1,3,3.6
166,1,4,86.9
166,1,5,85.1
166,1,6,88.9
167,1,1,1.5
167,1,2,2.8
167,1,3,8.8
167,1,4,72.7
167,1,5,68.1
167,1,6,77.4
168,1,1,-0.1
168,1,2,1.7
168,1,3,1.2
168,1,4,76.8
168,1,5,73.5
168,1,6,80.3
169,1,1,0.0
169,1,2,1.6
169,1,3,10.3
169,1,4,75.8
169,1,5,74.5
169,1,6,77.5
170,1,1,1.0
170,1,2,2.3
170,1,3,14.4
170,1,4,75.0
170,1,5,72.9
170,1,6,77.2
171,1,1,2.7
171,1,2,4.6
171,1,3,52.8
171,1,4,59.6
171,1,5,56.5
171,1,6,62.7
172,1,1,0.7
172,1,2,2.1
172,1,3,32.7
172,1,4,67.3
172,1,5,64.2
172,1,6,70.5
173,1,1,1.4
173,1,2,3.2
173,1,3,29.8
173,1,4,58.1
173,1,5,54.6
173,1,6,61.7
174,1,1,0.9
174,1,2,3.5
174,1,3,15.3
174,1,4,64.0
174,1,5,60.5
174,1,6,67.8
175,1,1,1.2
175,1,2,2.0
175,1,3,20.3
175,1,4,70.5
175,1,5,68.6
175,1,6,72.4
176,1,1,0.3
176,1,2,1.6
176,1,3,3.0
176,1,4,82.5
176,1,5,80.9
176,1,6,83.9
177,1,1,1.1
177,1,2,2.0
177,1,3,9.4
177,1,4,81.0
177,1,5,77.5
177,1,6,84.6
178,1,1,0.8
178,1,2,1.8
178,1,3,3.5
178,1,4,83.0
178,1,5,81.3
178,1,6,84.7
179,1,1,1.4
179,1,2,2.3
179,1,3,12.3
179,1,4,74.6
179,1,5,71.6
179,1,6,77.6
180,1,1,3.7
180,1,2,6.7
180,1,3,40.1
180,1,4,62.1
180,1,5,60.8
180,1,6,63.4
181,1,1,2.4
181,1,2,5.1
181,1,3,71.9
181,1,4,53.6
181,1,5,53.3
181,1,6,54.0
182,1,1,0.3
182,1,2,2.4
182,1,3,19.4
182,1,4,71.2
182,1,5,69.5
182,1,6,72.9
183,1,1,-0.5
183,1,2,1.4
183,1,3,4.9
183,1,4,73.9
183,1,5,71.7
183,1,6,76.2
184,1,1,0.5
184,1,2,2.1
184,1,3,5.9
184,1,4,77.5
184,1,5,75.9
184,1,6,79.5
185,1,1,0.7
185,1,2,1.5
185,1,3,1.9
185,1,4,83.4
185,1,5,81.7
185,1,6,85.1
186,1,1,1.4
186,1,2,2.6
186,1,3,8.6
186,1,4,73.9
186,1,5,72.4
186,1,6,76.0
187,1,1,0.1
187,1,2,1.1
187,1,3,3.1
187,1,4,81.3
187,1,5,78.1
187,1,6,84.5
188,1,1,2.0
188,1,2,3.4
188,1,3,51.8
188,1,4,66.4
188,1,5,64.1
188,1,6,68.9
189,1,1,0.0
189,1,2,2.4
189,1,3,14.6
189,1,4,65.4
189,1,5,62.2
189,1,6,69.3
190,1,1,1.3
190,1,2,2.3
190,1,3,12.7
190,1,4,76.8
190,1,5,73.7
190,1,6,80.1
191,1,1,1.9
191,1,2,3.2
191,1,3,33.8
191,1,4,66.0
191,1,5,63.4
191,1,6,69.2
192,1,1,1.1
192,1,2,2.4
192,1,3,16.4
192,1,4,70.5
192,1,5,67.6
192,1,6,73.6
193,1,1,0.8
193,1,2,2.2
193,1,3,9.7
193,1,4,73.4
193,1,5,71.3
193,1,6,75.5
194,1,1,1.5
194,1,2,2.7
194,1,3,21.6
194,1,4,72.2
194,1,5,70.2
194,1,6,74.2
195,1,1,8.1
195,1,2,1.5
195,1,3,3.4
195,1,4,77.0
195,1,5,73.2
195,1,6,80.8
196,1,1,-0.2
196,1,2,1.4
196,1,3,2.4
196,1,4,82.2
196,1,5,79.3
196,1,6,84.9
197,1,1,0.2
197,1,2,1.3
197,1,3,6.8
197,1,4,79.7
197,1,5,75.6
197,1,6,83.9
198,1,1,0.8
198,1,2,1.8
198,1,3,5.0
198,1,4,81.6
198,1,5,80.6
198,1,6,83.1
199,1,1,-0.1
199,1,2,0.9
199,1,3,2.3
199,1,4,84.0
199,1,5,80.7
199,1,6,87.1
200,1,1,13.7
200,1,2,1.8
200,1,3,12.4
200,1,4,68.6
200,1,5,64.2
200,1,6,73.3
201,1,1,0.8
201,1,2,2.2
201,1,3,4.7
201,1,4,82.6
201,1,5,79.7
201,1,6,85.4
202,1,1,4.0
202,1,2,1.7
202,1,3,5.4
202,1,4,74.1
202,1,5,70.7
202,1,6,77.6
203,1,1,0.0
203,1,2,1.5
203,1,3,4.0
203,1,4,70.1
203,1,5,64.7
203,1,6,75.7
204,1,1,2.3
204,1,2,3.7
204,1,3,28.3
204,1,4,67.1
204,1,5,64.8
204,1,6,69.2
205,1,1,0.2
205,1,2,1.0
205,1,3,7.6
205,1,4,80.6
205,1,5,77.6
205,1,6,83.7
206,1,1,-1.0
206,1,2,1.6
206,1,3,11.1
206,1,4,77.2
206,1,5,74.4
206,1,6,80.9
207,1,1,0.2
207,1,2,1.5
207,1,3,7.8
207,1,4,72.0
207,1,5,68.7
207,1,6,75.7
208,1,1,0.1
208,1,2,1.4
208,1,3,11.9
208,1,4,71.3
208,1,5,68.0
208,1,6,74.9
209,1,1,1.0
209,1,2,2.4
209,1,3,7.7
209,1,4,80.6
209,1,5,77.5
209,1,6,83.7
210,1,1,-0.3
210,1,2,1.6
210,1,3,7.8
210,1,4,77.6
210,1,5,74.0
210,1,6,81.7
211,1,1,-0.3
211,1,2,1.8
211,1,3,12.5
211,1,4,69.0
211,1,5,66.7
211,1,6,71.7
212,1,1,1.5
212,1,2,3.9
212,1,3,15.1
212,1,4,72.6
212,1,5,70.1
212,1,6,75.3
213,1,1,-0.1
213,1,2,1.1
213,1,3,2.4
213,1,4,83.4
213,1,5,82.0
213,1,6,84.7
214,1,1,2.0
214,1,2,3.8
214,1,3,12.6
214,1,4,68.8
214,1,5,66.1
214,1,6,71.9
215,1,1,1.5
215,1,2,2.4
215,1,3,5.5
215,1,4,77.9
215,1,5,76.7
215,1,6,79.5
216,1,1,2.5
216,1,2,4.3
216,1,3,21.0
216,1,4,67.9
216,1,5,65.5
216,1,6,70.2
217,1,1,-1.1
217,1,2,1.5
217,1,3,4.4
217,1,4,74.1
217,1,5,71.3
217,1,6,77.0
218,1,1,0.4
218,1,2,2.3
218,1,3,11.4
218,1,4,71.7
218,1,5,68.2
218,1,6,76.0
219,1,1,2.1
219,1,2,3.9
219,1,3,70.0
219,1,4,60.4
219,1,5,59.1
219,1,6,61.7
220,1,1,0.7
220,1,2,1.0
220,1,3,1.7
220,1,4,84.1
220,1,5,82.0
220,1,6,86.3
221,1,1,0.0
221,1,2,1.6
221,1,3,13.9
221,1,4,74.4
221,1,5,72.0
221,1,6,77.1
222,1,1,7.2
222,1,2,1.6
222,1,3,4.7
222,1,4,75.3
222,1,5,71.9
222,1,6,78.8
223,1,1,0.0
223,1,2,1.6
223,1,3,1.4
223,1,4,82.1
223,1,5,79.6
223,1,6,84.6
224,1,1,2.2
224,1,2,3.9
224,1,3,15.6
224,1,4,70.7
224,1,5,69.3
224,1,6,72.4
225,1,1,3.0
225,1,2,6.2
225,1,3,66.2
225,1,4,56.1
225,1,5,54.1
225,1,6,58.2
226,1,1,0.8
226,1,2,2.3
226,1,3,28.1
226,1,4,61.5
226,1,5,58.6
226,1,6,64.2
227,1,1,1.5
227,1,2,4.3
227,1,3,60.7
227,1,4,55.6
227,1,5,54.0
227,1,6,57.0
228,1,1,-0.1
228,1,2,1.3
228,1,3,2.2
228,1,4,83.9
228,1,5,81.2
228,1,6,86.5
229,1,1,0.3
229,1,2,2.0
229,1,3,5.5
229,1,4,76.6
229,1,5,72.9
229,1,6,80.2
230,1,1,2.3
230,1,2,3.4
230,1,3,13.9
230,1,4,73.4
230,1,5,71.0
230,1,6,75.9
231,1,1,2.6
231,1,2,4.4
231,1,3,37.5
231,1,4,65.6
231,1,5,63.0
231,1,6,68.2
232,1,1,0.8
232,1,2,2.3
232,1,3,16.1
232,1,4,70.3
232,1,5,67.2
232,1,6,73.6
233,1,1,0.6
233,1,2,1.7
233,1,3,1.8
233,1,4,83.5
233,1,5,81.9
233,1,6,85.1
234,1,1,0.7
234,1,2,1.5
234,1,3,3.1
234,1,4,84.3
234,1,5,82.5
234,1,6,85.9
235,1,1,4.8
235,1,2,2.7
235,1,3,16.3
235,1,4,72.3
235,1,5,68.7
235,1,6,76.1
236,1,1,1.9
236,1,2,3.1
236,1,3,23.4
236,1,4,71.3
236,1,5,69.2
236,1,6,73.5
237,1,1,0.2
237,1,2,1.3
237,1,3,7.1
237,1,4,79.7
237,1,5,75.5
237,1,6,83.9
238,1,1,1.4
238,1,2,3.0
238,1,3,30.9
238,1,4,69.1
238,1,5,67.4
238,1,6,70.8
239,1,1,2.3
239,1,2,4.2
239,1,3,43.9
239,1,4,61.6
239,1,5,60.9
239,1,6,62.2
240,1,1,1.1
240,1,2,2.7
240,1,3,4.7
240,1,4,75.4
240,1,5,74.4
240,1,6,76.2
241,1,1,0.9
241,1,2,3.2
241,1,3,9.2
241,1,4,71.3
241,1,5,68.6
241,1,6,74.1
242,1,1,0.3
242,1,2,1.6
242,1,3,15.0
242,1,4,74.7
242,1,5,71.3
242,1,6,78.2
243,1,1,0.8
243,1,2,2.1
243,1,3,13.5
243,1,4,74.3
243,1,5,71.4
243,1,6,77.4
244,1,1,0.6
244,1,2,1.9
244,1,3,7.7
244,1,4,78.5
244,1,5,75.4
244,1,6,81.5
245,1,1,1.4
245,1,2,2.6
245,1,3,32.9
245,1,4,69.4
245,1,5,65.9
245,1,6,72.9
246,1,1,0.8
246,1,2,1.7
246,1,3,11.4
246,1,4,74.9
246,1,5,72.2
246,1,6,78.0
247,1,1,0.8
247,1,2,3.1
247,1,3,17.6
247,1,4,64.9
247,1,5,61.1
247,1,6,69.4
248,1,1,2.8
248,1,2,4.5
248,1,3,30.4
248,1,4,63.6
248,1,5,61.5
248,1,6,65.7
249,1,1,-18.4
249,1,2,1.3
249,1,3,7.1
249,1,4,68.6
249,1,5,63.5
249,1,6,73.9
250,1,1,0.8
250,1,2,1.4
250,1,3,5.2
250,1,4,79.2
250,1,5,77.7
250,1,6,81.4
251,1,1,0.3
251,1,2,1.6
251,1,3,3.2
251,1,4,82.2
251,1,5,80.4
251,1,6,83.8
252,1,1,2.9
252,1,2,4.7
252,1,3,31.8
252,1,4,66.8
252,1,5,64.7
252,1,6,68.9
253,1,1,0.5
253,1,2,1.7
253,1,3,5.0
253,1,4,78.2
253,1,5,75.5
253,1,6,81.0
254,1,1,-0.8
254,1,2,2.1
254,1,3,5.3
254,1,4,75.1
254,1,5,69.8
254,1,6,80.9
255,1,1,0.0
255,1,2,1.5
255,1,3,5.8
255,1,4,78.0
255,1,5,74.1
255,1,6,81.7
256,1,1,1.6
256,1,2,2.8
256,1,3,12.4
256,1,4,71.7
256,1,5,69.0
256,1,6,74.3
257,1,1,2.4
257,1,2,3.7
257,1,3,18.8
257,1,4,70.5
257,1,5,68.3
257,1,6,73.1
258,1,1,1.8
258,1,2,2.2
258,1,3,14.8
258,1,4,71.1
258,1,5,66.9
258,1,6,75.7
259,1,1,0.7
259,1,2,1.9
259,1,3,15.0
259,1,4,74.6
259,1,5,69.9
259,1,6,79.3
260,1,1,-0.7
260,1,2,1.9
260,1,3,9.8
260,1,4,80.0
260,1,5,79.0
260,1,6,81.0
261,1,1,2.0
261,1,2,2.3
261,1,3,23.7
261,1,4,71.0
261,1,5,69.3
261,1,6,73.1
262,1,1,2.2
262,1,2,3.7
262,1,3,46.8
262,1,4,63.7
262,1,5,60.5
262,1,6,67.2
263,1,1,2.7
263,1,2,4.2
263,1,3,38.2
263,1,4,61.8
263,1,5,59.1
263,1,6,64.5
264,1,1,2.1
264,1,2,3.4
264,1,3,37.4
264,1,4,59.4
264,1,5,56.4
264,1,6,62.1
265,1,1,2.3
265,1,2,3.9
265,1,3,35.1
265,1,4,64.5
265,1,5,61.8
265,1,6,67.3
266,1,1,2.3
266,1,2,3.9
266,1,3,39.6
266,1,4,64.9
266,1,5,62.5
266,1,6,67.3
267,1,1,0.8
267,1,2,2.3
267,1,3,27.3
267,1,4,72.5
267,1,5,69.6
267,1,6,75.5
